IsAccepted,Publication,DeputyEditorGender,AssociateEditorGender,FirstAuthorGender,CorrespondingAuthorPrestige,CorrespondingAuthorGender,CorrespondingAuthorRegion,NumberOfAuthors,BORERating1,BORERating2,BOREConfidence1,BOREConfidence2,BOREExists1,BOREExists2,BOREGender1,BOREGender2,Evaluation1,Evaluation2,ReviewSentiment1,ReviewSentiment2,ReviewSentimentTrajectory1,ReviewSentimentTrajectory2,ReviewLength1,ReviewLength2,Topic100,Topic30,Topic10,ReviewExists1,ReviewExists2,ReviewerGender1,ReviewerGender2,ReviewerPrestige1,ReviewerPrestige2
0,Science,M,Null,M,[1-2],M,Europe,[6-9],7.0,Null,5.0,Null,1.0,0.0,M,Null,Mediocre or poor,Above average,0.0,-0.25,UD,DUD,2.75,0.75,53,10,9,1,1,M,M,[1-2],[1-2]
0,Science,M,Null,M,[5-6],M,U.S.+Canada,[1-5],8.0,Null,4.0,Null,1.0,0.0,M,Null,Mediocre or poor,Above average,0.25,-0.75,UF,DF,-0.25,0.5,48,23,4,1,1,M,W,[5-6],[1-2]
1,Science Advances,M,M,M,[1-2],M,U.S.+Canada,10+,Null,Null,Null,Null,Null,Null,Null,Null,Above average,Average,0.25,0.75,UDF,FD,-0.75,-1.0,25,26,5,1,1,M,M,[3-4],[1-2]
0,Science Advances,W,Null,M,[7-10],M,China,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,75,9,5,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,[7-10],M,Other,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,75,9,8,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[3-4],M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,16,23,3,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[1-2],M,U.S.+Canada,10+,6.0,Null,4.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,67,2,2,0,0,Null,Null,Null,Null
0,Science Advances,W,W,M,[3-4],M,Europe,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,26,13,3,0,0,Null,Null,Null,Null
0,Science,W,Null,W,Null,W,U.S.+Canada,10+,9.0,Null,5.0,Null,1.0,0.0,M,Null,Above average,Above average,0.5,1.25,U,DF,1.0,-0.75,17,5,0,1,1,M,W,[5-6],[3-4]
0,Science,W,Null,M,Null,M,U.S.+Canada,[1-5],6.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,89,15,0,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,W,Null,M,Other,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,83,0,7,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],M,U.S.+Canada,10+,8.0,Null,4.0,Null,1.0,0.0,W,Null,Above average,Too specialized,0.5,-2.25,DUD,DF,2.75,0.25,48,23,3,1,1,M,M,Null,[1-2]
0,Science Advances,W,Null,M,Null,M,Null,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,4,2,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[3-4],M,China,[6-9],9.0,7.0,3.0,5.0,1.0,1.0,M,W,Average,No rating assigned,0.5,0.0,U,UD,0.5,0.25,39,5,2,1,1,W,W,[3-4],[3-4]
0,Science,M,Null,W,[5-6],M,China,10+,5.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,97,12,1,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,[5-6],M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,97,12,8,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[5-6],M,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,39,5,4,0,0,Null,Null,Null,Null
1,Science Advances,M,Null,M,[7-10],M,Other,10+,Null,Null,Null,Null,Null,Null,Null,Null,Excellent and exciting,Above average,1.75,-0.75,F,DFU,-1.0,1.75,70,15,0,1,1,M,M,[7-10],[7-10]
0,Science Advances,M,Null,M,[5-6],M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4,24,2,0,0,Null,Null,Null,Null
0,Science Advances,M,M,M,[5-6],M,Other,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,40,20,6,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[7-10],M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,63,26,2,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[1-2],M,Europe,10+,4.0,7.0,3.0,4.0,1.0,1.0,W,W,Null,Null,Null,Null,Null,Null,Null,Null,89,15,0,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[3-4],M,U.S.+Canada,[6-9],4.0,5.0,4.0,5.0,1.0,1.0,W,M,Null,Null,Null,Null,Null,Null,Null,Null,10,3,2,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[3-4],M,U.S.+Canada,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,18,0,2,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[5-6],M,Other,[6-9],7.0,Null,3.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,76,11,7,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,China,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,55,23,4,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],W,China,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,16,23,4,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[5-6],M,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,90,11,7,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[3-4],M,Other,[6-9],4.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,97,12,8,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,[7-10],W,Other,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,86,2,2,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,W,[3-4],W,Other,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,30,4,5,0,0,Null,Null,Null,Null
0,Science,M,Null,M,Null,M,U.S.+Canada,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Too specialized,No rating assigned,-0.5,-1.25,DFU,UDF,0.25,-1.0,55,23,4,1,1,M,M,[7-10],Null
0,Science,M,Null,M,[5-6],M,Null,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,99,27,6,0,0,Null,Null,Null,Null
0,Science Advances,M,M,M,[1-2],M,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,25,8,9,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[5-6],M,China,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,27,9,5,0,0,Null,Null,Null,Null
0,Science Advances,W,M,M,[1-2],M,Null,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Excellent and exciting,Above average,1.25,-1.25,F,UDF,0.0,-0.5,92,6,1,1,1,M,M,[1-2],[3-4]
0,Science Advances,M,Null,M,[3-4],W,China,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,92,21,1,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[7-10],W,Europe,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,58,2,2,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,China,10+,7.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,19,8,9,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[5-6],M,Other,[6-9],4.0,8.0,3.0,5.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,58,3,2,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,Other,10+,6.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,80,3,2,0,0,Null,Null,Null,Null
1,Science Advances,M,Null,W,[5-6],M,China,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Excellent and exciting,Excellent and exciting,-0.25,0.25,F,DUD,-0.75,-1.0,84,9,5,1,1,M,M,[5-6],[3-4]
0,Science Advances,M,Null,W,[5-6],W,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,34,3,2,0,0,Null,Null,Null,Null
0,Science Advances,M,M,M,Null,M,Europe,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Above average,Mediocre or poor,2.25,-2.0,Null,UDF,-1.25,-1.0,43,21,5,1,1,M,M,Null,Null
0,Science,M,Null,M,[5-6],M,Other,[1-5],8.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,40,20,6,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[5-6],M,Other,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,71,28,8,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[5-6],M,Other,[6-9],5.0,3.0,4.0,5.0,1.0,1.0,M,W,Null,Null,Null,Null,Null,Null,Null,Null,27,26,5,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[3-4],W,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,80,3,2,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[1-2],M,U.S.+Canada,[6-9],7.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,23,10,9,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,W,[3-4],M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,59,18,7,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[7-10],M,Europe,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,34,3,2,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[1-2],M,Europe,[6-9],3.0,Null,1.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,88,13,3,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],W,China,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,61,22,1,0,0,Null,Null,Null,Null
0,Science,M,Null,M,Null,M,Null,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,99,27,8,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],M,Other,[1-5],5.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,70,16,0,0,0,Null,Null,Null,Null
0,Science,M,Null,W,Null,W,China,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,81,13,3,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[3-4],W,China,10+,6.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,87,8,9,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[7-10],W,Europe,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,89,15,0,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[5-6],M,Europe,10+,5.0,Null,0.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,19,17,7,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[5-6],M,Null,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,37,4,2,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],M,U.S.+Canada,[1-5],7.0,8.0,4.0,1.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,40,20,6,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[7-10],M,Other,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,8,21,5,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,Europe,10+,4.0,5.0,4.0,5.0,1.0,1.0,M,W,Average,Excellent and exciting,-0.5,0.25,UF,DF,-0.75,1.0,3,28,8,1,1,W,W,[7-10],[7-10]
0,Science Advances,M,Null,M,[7-10],M,U.S.+Canada,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,64,12,1,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],M,Europe,[1-5],5.0,8.0,5.0,5.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,29,10,9,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[3-4],M,Other,[6-9],3.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,28,1,1,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],W,Other,[6-9],3.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,52,6,8,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,[1-2],M,U.S.+Canada,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,40,20,6,0,0,Null,Null,Null,Null
0,Science Advances,W,W,M,[5-6],M,China,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Average,Above average,0.5,1.25,UD,UDF,1.0,1.0,56,14,1,1,1,W,W,[3-4],[1-2]
1,Science Advances,M,W,M,[5-6],M,China,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Average,No rating assigned,-1.25,0.75,DF,UD,-0.25,-1.0,89,15,0,1,1,M,M,Null,[7-10]
0,Science Advances,M,M,M,Null,M,Europe,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,45,10,9,0,0,Null,Null,Null,Null
0,Science,M,Null,W,Null,M,U.S.+Canada,10+,2.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,89,15,0,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[7-10],W,Europe,[1-5],3.0,3.0,2.0,5.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,78,10,9,0,0,Null,Null,Null,Null
1,Science Advances,M,Null,M,[1-2],M,U.S.+Canada,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Excellent and exciting,Above average,0.0,0.5,U,FD,0.0,-0.5,83,0,2,1,1,W,M,[3-4],[1-2]
0,Science,W,Null,M,[7-10],M,China,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,24,2,0,0,Null,Null,Null,Null
0,Science Advances,W,M,W,[5-6],M,China,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,34,3,2,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],W,Null,[1-5],3.0,Null,5.0,Null,1.0,0.0,M,Null,Mediocre or poor,Mediocre or poor,-1.0,-0.5,DF,DFU,1.0,0.25,3,28,8,1,1,M,M,[5-6],[5-6]
0,Science,M,Null,M,[5-6],M,China,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,43,21,6,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[1-2],M,U.S.+Canada,[6-9],7.0,6.0,5.0,4.0,1.0,1.0,M,W,Null,Null,Null,Null,Null,Null,Null,Null,10,8,2,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[3-4],M,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,56,14,1,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,Europe,[6-9],7.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,95,21,6,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[3-4],M,Other,10+,6.0,6.0,3.0,3.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,54,29,2,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[7-10],W,Other,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,70,15,0,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,Null,M,China,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,48,23,3,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,Europe,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6,13,3,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[5-6],M,Other,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Average,Excellent and exciting,-1.5,0.75,Null,DUD,-1.5,-0.5,96,14,1,1,1,M,M,[1-2],[5-6]
0,Science Advances,M,Null,M,[5-6],M,Other,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,15,12,1,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[7-10],M,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,25,23,4,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,Null,W,China,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,55,23,4,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],M,U.S.+Canada,[6-9],7.0,5.0,5.0,4.0,1.0,1.0,M,M,Above average,Above average,-0.5,-0.75,UDF,UDF,-1.0,1.0,58,2,2,1,1,M,M,[1-2],[5-6]
0,Science,M,Null,M,[5-6],M,U.S.+Canada,[1-5],3.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,72,0,7,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[7-10],M,Other,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,90,11,7,0,0,Null,Null,Null,Null
0,Science,W,Null,M,Null,M,Europe,[6-9],2.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,23,15,0,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[3-4],M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,35,12,1,0,0,Null,Null,Null,Null
1,Science,M,Null,M,[7-10],M,Europe,[6-9],6.0,8.0,5.0,5.0,1.0,1.0,M,M,Above average,Excellent and exciting,1.0,0.25,DFU,DF,-0.5,0.0,58,2,2,1,1,M,M,[3-4],[3-4]
0,Science Advances,M,Null,M,[3-4],M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,53,10,9,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[5-6],M,U.S.+Canada,[1-5],6.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,6,13,3,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[5-6],M,Europe,10+,4.0,8.0,5.0,2.0,1.0,1.0,W,W,Excellent and exciting,Mediocre or poor,-0.25,-1.75,UF,UDF,-0.5,-0.75,4,24,2,1,1,M,M,[1-2],[1-2]
0,Science,M,Null,W,Null,M,Other,[6-9],5.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,78,8,9,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[5-6],M,China,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,75,9,5,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[5-6],M,China,10+,5.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,25,14,9,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,U.S.+Canada,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,47,19,6,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,Null,M,Other,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,72,26,0,0,0,Null,Null,Null,Null
0,Science,W,Null,M,Null,M,Europe,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,76,11,7,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[5-6],M,China,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,56,14,5,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[5-6],M,U.S.+Canada,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Above average,Above average,-1.25,0.25,DF,DFU,-1.0,-0.75,26,13,3,1,1,M,W,[5-6],[1-2]
0,Science Advances,W,Null,M,[7-10],M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,97,12,8,0,0,Null,Null,Null,Null
0,Science,M,Null,M,Null,M,Null,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,79,11,7,0,0,Null,Null,Null,Null
0,Science,M,Null,M,Null,M,Other,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,44,19,6,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,Null,M,Other,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,33,23,3,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,[7-10],M,Other,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,39,5,0,0,0,Null,Null,Null,Null
0,Science,W,Null,M,Null,M,U.S.+Canada,[1-5],3.0,1.0,2.0,1.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,51,10,9,0,0,Null,Null,Null,Null
0,Science Advances,M,M,M,Null,M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,36,18,7,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[7-10],M,Other,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,8,21,5,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[7-10],M,Other,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3,12,8,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],W,China,10+,3.0,Null,3.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,75,9,5,0,0,Null,Null,Null,Null
1,Science,W,Null,W,[7-10],M,Europe,[1-5],9.0,Null,4.0,Null,1.0,0.0,M,Null,Too specialized,Excellent and exciting,0.25,1.25,DFU,F,-0.5,-0.25,50,10,0,1,1,M,M,[5-6],Null
0,Science Advances,M,Null,W,[5-6],M,Europe,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,24,2,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[1-2],M,U.S.+Canada,[1-5],4.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,72,5,0,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[5-6],M,U.S.+Canada,10+,5.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,46,8,9,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,China,[1-5],6.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,9,12,1,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[7-10],M,Other,[1-5],3.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,50,15,0,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[1-2],W,U.S.+Canada,[6-9],9.0,Null,5.0,Null,1.0,0.0,M,Null,Above average,Above average,-0.25,-0.25,DF,DF,-0.75,0.5,11,11,7,1,1,W,W,[1-2],[7-10]
0,Science,M,Null,W,[7-10],M,China,10+,6.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,15,21,5,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,Null,M,Europe,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Average,Null,0.25,Null,UF,Null,0.0,Null,78,10,9,1,0,W,Null,[3-4],Null
1,Science Advances,M,M,M,[5-6],M,U.S.+Canada,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Excellent and exciting,Excellent and exciting,0.0,0.5,UD,DF,-0.75,-1.0,54,2,2,1,1,M,M,[1-2],[1-2]
0,Science Advances,M,Null,W,[7-10],W,Other,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,34,3,2,0,0,Null,Null,Null,Null
0,Science,W,Null,M,Null,M,Null,[6-9],8.0,4.0,4.0,4.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,2,21,5,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[1-2],M,U.S.+Canada,[1-5],4.0,3.0,4.0,4.0,1.0,1.0,M,W,Null,Null,Null,Null,Null,Null,Null,Null,60,10,9,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],W,U.S.+Canada,[6-9],10.0,4.0,4.0,5.0,1.0,1.0,M,W,Null,Null,Null,Null,Null,Null,Null,Null,10,26,2,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,Europe,10+,5.0,Null,4.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,15,0,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[7-10],M,U.S.+Canada,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,12,8,9,0,0,Null,Null,Null,Null
